Target_ID	Target_Name	Chr	Genomic_Pos	Target_Pos	H1_Depth	H1_Methylation_Freq	H2_Depth	H2_Methylation_Freq	Delta_Methylation	ASM_Status
T9	ACKR1/CADM3	chr1	159209888	10108	337	0.549	102	0.6078	0.0588	Concordant
T9	ACKR1/CADM3	chr1	159209890	10110	222	0.6351	100	0.64	0.0049	Concordant
T9	ACKR1/CADM3	chr1	159209894	10114	220	0.6909	84	0.5119	0.179	Concordant
T9	ACKR1/CADM3	chr1	159209897	10117	146	0.9726	51	1.0	0.0274	Concordant
T9	ACKR1/CADM3	chr1	159210158	10378	28	0.7143	6	0.6667	0.0476	Concordant
T9	ACKR1/CADM3	chr1	159210182	10402	26	0.5	4	0.5	0.0	Concordant
T9	ACKR1/CADM3	chr1	159210188	10408	30	0.7333	4	0.5	0.2333	Concordant
T9	ACKR1/CADM3	chr1	159210190	10410	29	0.4828	4	0.75	0.2672	AlleleSpecific
T9	ACKR1/CADM3	chr1	159210347	10567	18	0.9444	4	1.0	0.0556	Concordant
T9	ACKR1/CADM3	chr1	159210624	10844	20	0.95	3	1.0	0.05	Concordant
T9	ACKR1/CADM3	chr1	159210905	11125	28	0.8571	5	0.8	0.0571	Concordant
T9	ACKR1/CADM3	chr1	159211037	11257	18	0.6667	3	0.6667	0.0	Concordant
T9	ACKR1/CADM3	chr1	159211273	11493	20	0.7	3	0.6667	0.0333	Concordant
T9	ACKR1/CADM3	chr1	159211582	11802	28	0.7857	3	0.6667	0.119	Concordant
T9	ACKR1/CADM3	chr1	159211717	11937	31	0.3871	4	0.25	0.1371	Concordant
T10	ADH1B	chr4	99315099	327	8	0.625	13	0.9231	0.2981	AlleleSpecific
T10	ADH1B	chr4	99315217	445	15	0.9333	26	0.8846	0.0487	Concordant
T10	ADH1B	chr4	99315401	629	13	1.0	23	0.913	0.087	Concordant
T10	ADH1B	chr4	99315527	755	13	1.0	21	0.9524	0.0476	Concordant
T10	ADH1B	chr4	99315605	833	15	1.0	24	1.0	0.0	Concordant
T10	ADH1B	chr4	99315703	931	10	0.9	15	0.8667	0.0333	Concordant
T10	ADH1B	chr4	99315788	1016	15	0.9333	26	0.9615	0.0282	Concordant
T10	ADH1B	chr4	99315852	1080	17	0.9412	25	1.0	0.0588	Concordant
T10	ADH1B	chr4	99315906	1134	21	0.9048	29	0.931	0.0262	Concordant
T10	ADH1B	chr4	99315931	1159	17	0.7059	30	0.8	0.0941	Concordant
T10	ADH1B	chr4	99315970	1198	13	1.0	20	1.0	0.0	Concordant
T10	ADH1B	chr4	99316012	1240	17	0.6471	27	0.6296	0.0175	Concordant
T10	ADH1B	chr4	99316103	1331	10	0.3	13	0.5385	0.2385	Concordant
T10	ADH1B	chr4	99316241	1469	16	1.0	27	0.8519	0.1481	Concordant
T10	ADH1B	chr4	99316286	1514	11	0.7273	13	0.8462	0.1189	Concordant
T10	ADH1B	chr4	99316513	1741	14	0.8571	17	0.9412	0.0841	Concordant
T10	ADH1B	chr4	99316985	2213	14	0.6429	17	0.5882	0.0547	Concordant
T10	ADH1B	chr4	99317472	2700	14	0.8571	24	0.7083	0.1488	Concordant
T10	ADH1B	chr4	99317601	2829	19	0.6842	26	0.8077	0.1235	Concordant
T10	ADH1B	chr4	99317673	2901	12	0.8333	24	0.8333	0.0	Concordant
T10	ADH1B	chr4	99317831	3059	10	0.9	16	0.75	0.15	Concordant
T10	ADH1B	chr4	99317935	3163	6	0.5	8	0.375	0.125	Concordant
T10	ADH1B	chr4	99317937	3165	5	0.8	7	0.8571	0.0571	Concordant
T10	ADH1B	chr4	99317960	3188	8	0.875	16	0.875	0.0	Concordant
T10	ADH1B	chr4	99318019	3247	16	0.8125	20	0.9	0.0875	Concordant
T10	ADH1B	chr4	99318085	3313	17	0.6471	17	0.6471	0.0	Concordant
T10	ADH1B	chr4	99318091	3319	12	0.6667	23	0.6087	0.058	Concordant
T10	ADH1B	chr4	99318148	3376	16	0.8125	21	0.8571	0.0446	Concordant
T10	ADH1B	chr4	99318451	3679	12	0.8333	18	0.9444	0.1111	Concordant
T10	ADH1B	chr4	99318792	4020	14	1.0	11	1.0	0.0	Concordant
T10	ADH1B	chr4	99318976	4204	7	0.8571	7	0.8571	0.0	Concordant
T10	ADH1B	chr4	99319186	4414	8	0.875	14	1.0	0.125	Concordant
T10	ADH1B	chr4	99319201	4429	7	0.8571	12	0.9167	0.0596	Concordant
T10	ADH1B	chr4	99319365	4593	10	0.8	12	0.8333	0.0333	Concordant
T10	ADH1B	chr4	99319576	4804	14	0.7857	17	0.8824	0.0967	Concordant
T10	ADH1B	chr4	99319606	4834	9	0.6667	10	0.6	0.0667	Concordant
T10	ADH1B	chr4	99319739	4967	9	0.8889	19	0.5263	0.3626	AlleleSpecific
T10	ADH1B	chr4	99319763	4991	10	1.0	10	0.9	0.1	Concordant
T10	ADH1B	chr4	99320099	5327	13	0.6154	22	0.7273	0.1119	Concordant
T10	ADH1B	chr4	99320336	5564	11	0.6364	22	0.5455	0.0909	Concordant
T10	ADH1B	chr4	99321334	6562	14	0.6429	22	0.8636	0.2207	Concordant
T10	ADH1B	chr4	99321467	6695	10	0.9	22	0.9091	0.0091	Concordant
T10	ADH1B	chr4	99321659	6887	13	0.9231	20	0.9	0.0231	Concordant
T10	ADH1B	chr4	99321705	6933	11	0.9091	24	0.9167	0.0076	Concordant
T10	ADH1B	chr4	99321766	6994	10	0.9	7	1.0	0.1	Concordant
T10	ADH1B	chr4	99321800	7028	9	1.0	17	0.9412	0.0588	Concordant
T10	ADH1B	chr4	99322024	7252	4	0.75	14	1.0	0.25	AlleleSpecific
T10	ADH1B	chr4	99322152	7380	12	0.9167	25	0.88	0.0367	Concordant
T10	ADH1B	chr4	99322298	7526	8	0.875	16	0.875	0.0	Concordant
T10	ADH1B	chr4	99322576	7804	11	0.8182	22	0.9545	0.1363	Concordant
T10	ADH1B	chr4	99322795	8023	5	0.6	20	0.75	0.15	Concordant
T10	ADH1B	chr4	99323020	8248	6	1.0	17	0.9412	0.0588	Concordant
