Target_ID	Target_Name	Chr	Genomic_Pos	Target_Pos	Total_Depth	Methylated_Reads	Unmethylated_Reads	Methylation_Frequency	GC_Context_100bp	WGBS_Benchmark_Freq
T5	TYR	chr11	89294900	35901	7	3	4	0.4286	0.34	0.9183
T5	TYR	chr11	89294924	35925	7	5	2	0.7143	0.36	0.9765
T5	TYR	chr11	89295093	36094	8	6	2	0.75	0.39	0.9083
T5	TYR	chr11	89295188	36189	5	5	0	1.0	0.53	0.8433
T5	TYR	chr11	89295193	36194	5	4	1	0.8	0.54	0.74
T5	TYR	chr11	89295218	36219	7	3	4	0.4286	0.61	0.583
T5	TYR	chr11	89295221	36222	8	5	3	0.625	0.62	0.4903
T5	TYR	chr11	89295234	36235	5	3	2	0.6	0.64	0.4712
T5	TYR	chr11	89295277	36278	8	4	4	0.5	0.57	0.5099
T5	TYR	chr11	89295908	36909	8	4	4	0.5	0.4	0.679
T6	IRF4	chr6	392246	18	16	4	12	0.25	0.746	0.2166
T6	IRF4	chr6	392249	21	15	2	13	0.1333	0.743	0.2861
T6	IRF4	chr6	392256	28	19	6	13	0.3158	0.701	0.1247
T6	IRF4	chr6	392259	31	12	3	9	0.25	0.7	0.201
T6	IRF4	chr6	392261	33	6	2	4	0.3333	0.707	0.2992
T6	IRF4	chr6	392272	44	15	4	11	0.2667	0.699	0.255
T6	IRF4	chr6	392278	50	16	2	14	0.125	0.707	0.1879
T6	IRF4	chr6	392309	81	20	4	16	0.2	0.73	0.2014
T6	IRF4	chr6	392314	86	19	5	14	0.2632	0.72	0.2287
T6	IRF4	chr6	392323	95	14	2	12	0.1429	0.73	0.2546
T6	IRF4	chr6	392327	99	12	0	12	0.0	0.72	0.2501
T6	IRF4	chr6	392339	111	23	7	16	0.3043	0.72	0.2709
T6	IRF4	chr6	392347	119	18	6	12	0.3333	0.74	0.2606
T6	IRF4	chr6	392349	121	14	5	9	0.3571	0.74	0.2627
T6	IRF4	chr6	392370	142	19	5	14	0.2632	0.78	0.2301
T6	IRF4	chr6	392379	151	21	11	10	0.5238	0.79	0.3289
T6	IRF4	chr6	392382	154	21	3	18	0.1429	0.8	0.1438
T6	IRF4	chr6	392392	164	15	4	11	0.2667	0.8	0.4301
T6	IRF4	chr6	392394	166	17	4	13	0.2353	0.8	0.2986
T6	IRF4	chr6	392403	175	18	9	9	0.5	0.8	0.3478
T6	IRF4	chr6	392409	181	20	4	16	0.2	0.78	0.1843
T6	IRF4	chr6	392417	189	23	8	15	0.3478	0.78	0.4612
T6	IRF4	chr6	392428	200	18	6	12	0.3333	0.78	0.3513
T6	IRF4	chr6	392435	207	22	5	17	0.2273	0.8	0.3107
T6	IRF4	chr6	392438	210	16	3	13	0.1875	0.8	0.1746
T6	IRF4	chr6	392442	214	16	4	12	0.25	0.8	0.3166
T6	IRF4	chr6	392449	221	13	5	8	0.3846	0.77	0.32
T6	IRF4	chr6	392451	223	14	5	9	0.3571	0.77	0.3325
T6	IRF4	chr6	392453	225	13	4	9	0.3077	0.77	0.2831
T6	IRF4	chr6	392463	235	15	6	9	0.4	0.74	0.3896
T6	IRF4	chr6	392483	255	13	2	11	0.1538	0.69	0.2639
T6	IRF4	chr6	392485	257	14	3	11	0.2143	0.7	0.2447
T6	IRF4	chr6	392491	263	13	5	8	0.3846	0.69	0.2485
T6	IRF4	chr6	392501	273	20	8	12	0.4	0.68	0.1998
T6	IRF4	chr6	392523	295	11	6	5	0.5455	0.65	0.5288
T6	IRF4	chr6	392525	297	13	7	6	0.5385	0.65	0.4818
T6	IRF4	chr6	392555	327	15	5	10	0.3333	0.63	0.4857
T6	IRF4	chr6	392560	332	18	8	10	0.4444	0.65	0.5362
T6	IRF4	chr6	392575	347	17	3	14	0.1765	0.67	0.2715
T6	IRF4	chr6	392588	360	14	6	8	0.4286	0.7	0.3009
T6	IRF4	chr6	392605	377	16	6	10	0.375	0.74	0.3898
T6	IRF4	chr6	392613	385	13	6	7	0.4615	0.74	0.3321
T6	IRF4	chr6	392624	396	14	2	12	0.1429	0.76	0.2699
T6	IRF4	chr6	392628	400	16	4	12	0.25	0.74	0.335
T6	IRF4	chr6	392632	404	17	6	11	0.3529	0.73	0.357
T6	IRF4	chr6	392638	410	19	5	14	0.2632	0.74	0.3494
T6	IRF4	chr6	392648	420	19	6	13	0.3158	0.74	0.3506
T6	IRF4	chr6	392650	422	17	6	11	0.3529	0.75	0.3474
T6	IRF4	chr6	392652	424	17	4	13	0.2353	0.76	0.2394
T6	IRF4	chr6	392661	433	20	8	12	0.4	0.74	0.2944
T6	IRF4	chr6	392688	460	20	7	13	0.35	0.68	0.2843
T6	IRF4	chr6	392690	462	11	5	6	0.4545	0.68	0.1778
T6	IRF4	chr6	392701	473	17	9	8	0.5294	0.66	0.2999
T6	IRF4	chr6	392708	480	8	3	5	0.375	0.66	0.3584
T6	IRF4	chr6	392723	495	17	3	14	0.1765	0.66	0.3589
T6	IRF4	chr6	392733	505	14	6	8	0.4286	0.69	0.2161
T6	IRF4	chr6	392742	514	17	5	12	0.2941	0.69	0.3194
T6	IRF4	chr6	392752	524	14	4	10	0.2857	0.67	0.3236
T6	IRF4	chr6	392776	548	17	7	10	0.4118	0.71	0.2666
T6	IRF4	chr6	392804	576	14	7	7	0.5	0.7	0.3389
T6	IRF4	chr6	392808	580	16	8	8	0.5	0.71	0.4296
T6	IRF4	chr6	392811	583	22	7	15	0.3182	0.72	0.2484
T6	IRF4	chr6	392813	585	20	6	14	0.3	0.71	0.302
T6	IRF4	chr6	392818	590	21	8	13	0.381	0.7	0.3828
T6	IRF4	chr6	392835	607	12	4	8	0.3333	0.71	0.2212
T6	IRF4	chr6	392841	613	18	5	13	0.2778	0.7	0.3266
T6	IRF4	chr6	392858	630	15	4	11	0.2667	0.73	0.4357
T6	IRF4	chr6	392872	644	17	6	11	0.3529	0.72	0.4356
T6	IRF4	chr6	392874	646	17	5	12	0.2941	0.73	0.4241
T6	IRF4	chr6	392881	653	20	9	11	0.45	0.76	0.399
T6	IRF4	chr6	392887	659	18	7	11	0.3889	0.77	0.4561
T6	IRF4	chr6	392894	666	17	11	6	0.6471	0.76	0.3899
T6	IRF4	chr6	392898	670	13	6	7	0.4615	0.77	0.3198
T6	IRF4	chr6	392908	680	15	9	6	0.6	0.78	0.3763
T6	IRF4	chr6	392921	693	15	2	13	0.1333	0.79	0.3924
T6	IRF4	chr6	392925	697	14	8	6	0.5714	0.78	0.3829
T6	IRF4	chr6	392930	702	19	10	9	0.5263	0.77	0.3102
T6	IRF4	chr6	392934	706	15	6	9	0.4	0.78	0.3623
T6	IRF4	chr6	392936	708	13	2	11	0.1538	0.78	0.2895
T6	IRF4	chr6	392952	724	20	8	12	0.4	0.76	0.4383
T6	IRF4	chr6	392960	732	12	4	8	0.3333	0.75	0.3051
T6	IRF4	chr6	392964	736	14	4	10	0.2857	0.76	0.4215
T6	IRF4	chr6	392975	747	17	2	15	0.1176	0.74	0.1827
T6	IRF4	chr6	392980	752	12	4	8	0.3333	0.73	0.2752
T6	IRF4	chr6	392982	754	12	5	7	0.4167	0.72	0.2001
T6	IRF4	chr6	392984	756	6	4	2	0.6667	0.72	0.4107
T6	IRF4	chr6	392991	763	9	3	6	0.3333	0.72	0.3733
T6	IRF4	chr6	393008	780	20	5	15	0.25	0.74	0.3536
T6	IRF4	chr6	393016	788	21	6	15	0.2857	0.74	0.3129
T6	IRF4	chr6	393028	800	18	6	12	0.3333	0.73	0.3066
T6	IRF4	chr6	393038	810	20	6	14	0.3	0.7	0.2598
T6	IRF4	chr6	393043	815	17	8	9	0.4706	0.71	0.3393
T6	IRF4	chr6	393052	824	12	7	5	0.5833	0.72	0.4214
T6	IRF4	chr6	393059	831	13	6	7	0.4615	0.72	0.267
T6	IRF4	chr6	393067	839	20	6	14	0.3	0.73	0.2352
T6	IRF4	chr6	393093	865	15	5	10	0.3333	0.77	0.244
T6	IRF4	chr6	393110	882	12	5	7	0.4167	0.75	0.2165
T6	IRF4	chr6	393114	886	13	7	6	0.5385	0.74	0.3864
T6	IRF4	chr6	393124	896	12	4	8	0.3333	0.77	0.2492
T6	IRF4	chr6	393128	900	14	3	11	0.2143	0.78	0.2129
T6	IRF4	chr6	393130	902	14	7	7	0.5	0.78	0.4148
T6	IRF4	chr6	393134	906	19	6	13	0.3158	0.78	0.3666
T6	IRF4	chr6	393136	908	18	2	16	0.1111	0.78	0.2335
T6	IRF4	chr6	393140	912	13	8	5	0.6154	0.79	0.3671
T6	IRF4	chr6	393145	917	9	1	8	0.1111	0.77	0.2317
T6	IRF4	chr6	393147	919	9	2	7	0.2222	0.77	0.2639
T6	IRF4	chr6	393167	939	17	3	14	0.1765	0.77	0.2069
T6	IRF4	chr6	393170	942	19	7	12	0.3684	0.77	0.3608
T6	IRF4	chr6	393174	946	17	8	9	0.4706	0.76	0.4144
T6	IRF4	chr6	393179	951	15	4	11	0.2667	0.76	0.4061
T6	IRF4	chr6	393188	960	19	5	14	0.2632	0.72	0.4314
T6	IRF4	chr6	393197	969	16	4	12	0.25	0.7	0.4344
T6	IRF4	chr6	393199	971	17	7	10	0.4118	0.69	0.3166
T6	IRF4	chr6	393209	981	11	4	7	0.3636	0.7	0.376
T6	IRF4	chr6	393215	987	8	3	5	0.375	0.69	0.2562
T6	IRF4	chr6	393225	997	17	6	11	0.3529	0.67	0.2507
T6	IRF4	chr6	393239	1011	21	6	15	0.2857	0.67	0.3348
T6	IRF4	chr6	393248	1020	19	14	5	0.7368	0.65	0.6742
T6	IRF4	chr6	393254	1026	11	4	7	0.3636	0.63	0.6148
T6	IRF4	chr6	393266	1038	15	9	6	0.6	0.63	0.5014
T6	IRF4	chr6	393284	1056	16	8	8	0.5	0.63	0.489
T6	IRF4	chr6	393303	1075	17	12	5	0.7059	0.64	0.6327
T6	IRF4	chr6	393320	1092	10	4	6	0.4	0.63	0.6801
T6	IRF4	chr6	393322	1094	17	6	11	0.3529	0.63	0.5195
T6	IRF4	chr6	393342	1114	13	5	8	0.3846	0.68	0.2724
T6	IRF4	chr6	393344	1116	14	8	6	0.5714	0.69	0.3756
T6	IRF4	chr6	393353	1125	13	6	7	0.4615	0.74	0.3139
T6	IRF4	chr6	393356	1128	13	3	10	0.2308	0.74	0.3724
T6	IRF4	chr6	393358	1130	17	8	9	0.4706	0.75	0.4123
T6	IRF4	chr6	393374	1146	19	8	11	0.4211	0.74	0.4732
T6	IRF4	chr6	393380	1152	17	6	11	0.3529	0.76	0.2956
T6	IRF4	chr6	393387	1159	16	3	13	0.1875	0.78	0.1686
T6	IRF4	chr6	393390	1162	14	7	7	0.5	0.8	0.2272
T6	IRF4	chr6	393396	1168	15	3	12	0.2	0.8	0.3335
T6	IRF4	chr6	393398	1170	10	4	6	0.4	0.81	0.4584
T6	IRF4	chr6	393401	1173	14	7	7	0.5	0.81	0.3451
T6	IRF4	chr6	393425	1197	12	4	8	0.3333	0.86	0.3516
T6	IRF4	chr6	393434	1206	15	4	11	0.2667	0.86	0.402
T6	IRF4	chr6	393437	1209	12	5	7	0.4167	0.87	0.3969
T6	IRF4	chr6	393440	1212	17	4	13	0.2353	0.87	0.313
T6	IRF4	chr6	393446	1218	19	7	12	0.3684	0.86	0.2446
T6	IRF4	chr6	393451	1223	14	2	12	0.1429	0.83	0.326
T6	IRF4	chr6	393465	1237	15	6	9	0.4	0.82	0.3866
T6	IRF4	chr6	393467	1239	16	6	10	0.375	0.83	0.4297
T6	IRF4	chr6	393469	1241	13	4	9	0.3077	0.84	0.2351
T6	IRF4	chr6	393474	1246	14	4	10	0.2857	0.84	0.3546
T6	IRF4	chr6	393478	1250	13	6	7	0.4615	0.83	0.4108
T6	IRF4	chr6	393482	1254	16	1	15	0.0625	0.81	0.2599
T6	IRF4	chr6	393486	1258	18	8	10	0.4444	0.8	0.2661
T6	IRF4	chr6	393489	1261	15	7	8	0.4667	0.8	0.3111
T6	IRF4	chr6	393505	1277	18	5	13	0.2778	0.78	0.2187
T6	IRF4	chr6	393508	1280	21	5	16	0.2381	0.78	0.2305
T6	IRF4	chr6	393511	1283	18	7	11	0.3889	0.79	0.3059
T6	IRF4	chr6	393517	1289	18	10	8	0.5556	0.8	0.1845
T6	IRF4	chr6	393540	1312	18	4	14	0.2222	0.77	0.2705
T6	IRF4	chr6	393550	1322	12	3	9	0.25	0.78	0.3977
T6	IRF4	chr6	393556	1328	16	8	8	0.5	0.76	0.2754
T6	IRF4	chr6	393558	1330	15	5	10	0.3333	0.77	0.4273
T6	IRF4	chr6	393565	1337	15	7	8	0.4667	0.75	0.2775
T6	IRF4	chr6	393572	1344	15	6	9	0.4	0.76	0.1189
T6	IRF4	chr6	393583	1355	15	6	9	0.4	0.79	0.2999
T6	IRF4	chr6	393585	1357	15	5	10	0.3333	0.8	0.3091
T6	IRF4	chr6	393605	1377	14	5	9	0.3571	0.79	0.2732
T6	IRF4	chr6	393616	1388	15	1	14	0.0667	0.73	0.1853
T6	IRF4	chr6	393620	1392	18	3	15	0.1667	0.73	0.3757
T6	IRF4	chr6	393626	1398	10	4	6	0.4	0.72	0.0869
T6	IRF4	chr6	393636	1408	12	3	9	0.25	0.68	0.1783
T6	IRF4	chr6	393660	1432	15	5	10	0.3333	0.69	0.3567
T6	IRF4	chr6	393662	1434	17	2	15	0.1176	0.71	0.2305
T6	IRF4	chr6	393666	1438	21	2	19	0.0952	0.7	0.1795
T6	IRF4	chr6	393670	1442	21	8	13	0.381	0.7	0.306
T6	IRF4	chr6	393674	1446	13	5	8	0.3846	0.68	0.2986
T6	IRF4	chr6	393680	1452	19	2	17	0.1053	0.67	0.3058
T6	IRF4	chr6	393688	1460	12	1	11	0.0833	0.67	0.2825
T6	IRF4	chr6	393699	1471	17	4	13	0.2353	0.7	0.266
T6	IRF4	chr6	393710	1482	19	5	14	0.2632	0.72	0.1302
T6	IRF4	chr6	393718	1490	14	3	11	0.2143	0.73	0.328
T6	IRF4	chr6	393725	1497	18	7	11	0.3889	0.73	0.2046
T6	IRF4	chr6	393731	1503	16	5	11	0.3125	0.76	0.2102
T6	IRF4	chr6	393735	1507	15	3	12	0.2	0.78	0.3184
T6	IRF4	chr6	393748	1520	15	4	11	0.2667	0.74	0.2472
T6	IRF4	chr6	393757	1529	17	2	15	0.1176	0.74	0.2515
T6	IRF4	chr6	393761	1533	14	6	8	0.4286	0.72	0.2375
T6	IRF4	chr6	393765	1537	16	0	16	0.0	0.7	0.113
T6	IRF4	chr6	393767	1539	11	2	9	0.1818	0.69	0.2233
T6	IRF4	chr6	393776	1548	19	2	17	0.1053	0.67	0.2855
T6	IRF4	chr6	393779	1551	14	12	2	0.8571	0.64	0.5166
T6	IRF4	chr6	393789	1561	16	8	8	0.5	0.62	0.5186
T6	IRF4	chr6	393799	1571	16	10	6	0.625	0.59	0.3955
T6	IRF4	chr6	393801	1573	14	5	9	0.3571	0.59	0.4602
T6	IRF4	chr6	393819	1591	17	15	2	0.8824	0.52	0.8586
T6	IRF4	chr6	393880	1652	20	18	2	0.9	0.52	0.8373
T6	IRF4	chr6	393899	1671	12	8	4	0.6667	0.52	0.6698
T6	IRF4	chr6	393957	1729	17	9	8	0.5294	0.55	0.4165
T6	IRF4	chr6	394006	1778	14	7	7	0.5	0.56	0.4516
T6	IRF4	chr6	394008	1780	14	6	8	0.4286	0.56	0.538
T6	IRF4	chr6	394020	1792	12	7	5	0.5833	0.54	0.902
T6	IRF4	chr6	394027	1799	16	9	7	0.5625	0.53	0.6975
T6	IRF4	chr6	394035	1807	8	4	4	0.5	0.55	0.3579
T6	IRF4	chr6	394073	1845	14	4	10	0.2857	0.58	0.3209
T6	IRF4	chr6	394127	1899	19	5	14	0.2632	0.61	0.4738
T6	IRF4	chr6	394277	2049	14	9	5	0.6429	0.5	0.7391
T6	IRF4	chr6	394292	2064	16	11	5	0.6875	0.51	0.7876
T6	IRF4	chr6	394391	2163	12	10	2	0.8333	0.43	0.6835
T6	IRF4	chr6	394403	2175	8	5	3	0.625	0.4	0.8764
T6	IRF4	chr6	394427	2199	8	6	2	0.75	0.35	0.5901
T6	IRF4	chr6	394632	2404	14	13	1	0.9286	0.47	0.8477
T6	IRF4	chr6	394687	2459	8	5	3	0.625	0.57	0.4294
T6	IRF4	chr6	394695	2467	8	4	4	0.5	0.56	0.381
T6	IRF4	chr6	394709	2481	13	9	4	0.6923	0.54	0.7629
T6	IRF4	chr6	394796	2568	12	7	5	0.5833	0.38	0.6267
T6	IRF4	chr6	394848	2620	11	7	4	0.6364	0.56	0.3819
T6	IRF4	chr6	394859	2631	14	6	8	0.4286	0.59	0.3689
T6	IRF4	chr6	394888	2660	6	2	4	0.3333	0.56	0.2906
T6	IRF4	chr6	394890	2662	8	3	5	0.375	0.56	0.3952
T6	IRF4	chr6	394901	2673	9	2	7	0.2222	0.6	0.3451
T6	IRF4	chr6	394941	2713	6	6	0	1.0	0.53	0.8771
T6	IRF4	chr6	394966	2738	13	11	2	0.8462	0.52	0.8139
T6	IRF4	chr6	395576	3348	10	9	1	0.9	0.49	0.8209
T6	IRF4	chr6	395604	3376	9	9	0	1.0	0.49	1.0
T6	IRF4	chr6	395734	3506	16	15	1	0.9375	0.32	0.8312
T6	IRF4	chr6	395813	3585	11	9	2	0.8182	0.41	0.8691
T6	IRF4	chr6	395874	3646	7	3	4	0.4286	0.57	0.5148
T6	IRF4	chr6	395910	3682	10	7	3	0.7	0.64	0.5057
T6	IRF4	chr6	395922	3694	7	6	1	0.8571	0.65	0.6863
T6	IRF4	chr6	395967	3739	7	3	4	0.4286	0.69	0.3051
T6	IRF4	chr6	396082	3854	9	9	0	1.0	0.49	0.9743
T6	IRF4	chr6	396102	3874	11	11	0	1.0	0.54	1.0
T6	IRF4	chr6	396141	3913	13	13	0	1.0	0.54	0.8858
T6	IRF4	chr6	396145	3917	10	9	1	0.9	0.53	1.0
T6	IRF4	chr6	396151	3923	14	13	1	0.9286	0.52	0.9797
T6	IRF4	chr6	396365	4137	6	5	1	0.8333	0.41	1.0
T6	IRF4	chr6	396464	4236	8	7	1	0.875	0.44	0.9681
T6	IRF4	chr6	396481	4253	6	6	0	1.0	0.45	0.9418
T6	IRF4	chr6	396539	4311	12	11	1	0.9167	0.52	0.7334
T6	IRF4	chr6	396591	4363	12	12	0	1.0	0.54	1.0
T6	IRF4	chr6	396596	4368	14	10	4	0.7143	0.56	0.5652
T6	IRF4	chr6	396643	4415	14	12	2	0.8571	0.56	0.6733
T6	IRF4	chr6	396648	4420	16	9	7	0.5625	0.57	0.5035
T6	IRF4	chr6	396695	4467	12	5	7	0.4167	0.55	0.6661
T6	IRF4	chr6	396700	4472	16	7	9	0.4375	0.56	0.6917
T6	IRF4	chr6	396747	4519	9	9	0	1.0	0.53	0.7543
T6	IRF4	chr6	396799	4571	7	7	0	1.0	0.53	0.7481
T6	IRF4	chr6	396804	4576	7	3	4	0.4286	0.55	0.3669
T6	IRF4	chr6	396851	4623	11	9	2	0.8182	0.54	0.9063
T6	IRF4	chr6	396903	4675	14	13	1	0.9286	0.54	0.7987
T6	IRF4	chr6	396955	4727	15	14	1	0.9333	0.54	0.9328
T6	IRF4	chr6	396960	4732	14	8	6	0.5714	0.56	0.542
T6	IRF4	chr6	397007	4779	14	7	7	0.5	0.55	0.4722
T6	IRF4	chr6	397012	4784	13	9	4	0.6923	0.56	0.5848
T6	IRF4	chr6	397059	4831	13	12	1	0.9231	0.54	0.8164
T6	IRF4	chr6	397137	4909	16	5	11	0.3125	0.59	0.401
T6	IRF4	chr6	397141	4913	10	3	7	0.3	0.58	0.4829
T6	IRF4	chr6	397158	4930	13	5	8	0.3846	0.58	0.3859
T6	IRF4	chr6	397163	4935	12	5	7	0.4167	0.57	0.3887
T6	IRF4	chr6	397178	4950	8	3	5	0.375	0.65	0.5011
T6	IRF4	chr6	397187	4959	12	9	3	0.75	0.64	0.5909
T6	IRF4	chr6	397205	4977	17	5	12	0.2941	0.6	0.3128
T6	IRF4	chr6	397216	4988	5	4	1	0.8	0.57	0.5117
T6	IRF4	chr6	397315	5087	8	3	5	0.375	0.52	0.6274
T6	IRF4	chr6	397370	5142	9	4	5	0.4444	0.61	0.2653
T6	IRF4	chr6	397381	5153	7	3	4	0.4286	0.61	0.4751
T6	IRF4	chr6	397469	5241	8	7	1	0.875	0.5	0.6795
T6	IRF4	chr6	397611	5383	12	8	4	0.6667	0.36	0.64
T6	IRF4	chr6	397671	5443	8	7	1	0.875	0.38	0.5583
T6	IRF4	chr6	397700	5472	15	11	4	0.7333	0.44	0.681
T6	IRF4	chr6	397777	5549	14	6	8	0.4286	0.53	0.7532
T6	IRF4	chr6	397855	5627	5	1	4	0.2	0.47	0.6746
T6	IRF4	chr6	398184	5956	7	5	2	0.7143	0.42	0.7701
T6	IRF4	chr6	398285	6057	14	12	2	0.8571	0.44	0.7748
T6	IRF4	chr6	398505	6277	14	12	2	0.8571	0.48	0.6573
T6	IRF4	chr6	398580	6352	11	8	3	0.7273	0.52	0.8284
T6	IRF4	chr6	398615	6387	11	11	0	1.0	0.5	0.9677
T6	IRF4	chr6	398675	6447	9	6	3	0.6667	0.56	0.6096
T6	IRF4	chr6	398724	6496	7	2	5	0.2857	0.66	0.2059
T6	IRF4	chr6	398772	6544	9	4	5	0.4444	0.57	0.5592
T6	IRF4	chr6	398779	6551	5	1	4	0.2	0.55	0.5699
T6	IRF4	chr6	398782	6554	8	7	1	0.875	0.53	0.8159
T6	IRF4	chr6	398883	6655	9	4	5	0.4444	0.59	0.5858
T6	IRF4	chr6	398916	6688	5	3	2	0.6	0.63	0.5683
T6	IRF4	chr6	398927	6699	9	6	3	0.6667	0.64	0.7029
T6	IRF4	chr6	398965	6737	7	5	2	0.7143	0.62	0.5373
T6	IRF4	chr6	399013	6785	8	7	1	0.875	0.56	0.5779
T6	IRF4	chr6	399149	6921	14	13	1	0.9286	0.48	0.8829
T6	IRF4	chr6	399235	7007	10	10	0	1.0	0.47	0.9541
T6	IRF4	chr6	399264	7036	9	8	1	0.8889	0.46	0.8371
T6	IRF4	chr6	399580	7352	11	11	0	1.0	0.33	0.8594
T6	IRF4	chr6	399752	7524	8	5	3	0.625	0.43	0.8338
T6	IRF4	chr6	399853	7625	12	10	2	0.8333	0.5	0.8904
T6	IRF4	chr6	400001	7773	15	11	4	0.7333	0.42	0.8047
T6	IRF4	chr6	400010	7782	12	9	3	0.75	0.42	0.7223
T6	IRF4	chr6	400049	7821	8	6	2	0.75	0.51	0.7121
T6	IRF4	chr6	400061	7833	12	8	4	0.6667	0.49	0.8052
T6	IRF4	chr6	400090	7862	13	9	4	0.6923	0.53	0.8983
T6	IRF4	chr6	400104	7876	10	10	0	1.0	0.51	0.9222
T6	IRF4	chr6	400386	8158	8	5	3	0.625	0.42	0.7183
T6	IRF4	chr6	400420	8192	14	13	1	0.9286	0.35	0.8651
T6	IRF4	chr6	400460	8232	8	5	3	0.625	0.35	0.7028
T6	IRF4	chr6	400859	8631	11	9	2	0.8182	0.37	0.6837
T6	IRF4	chr6	400877	8649	9	5	4	0.5556	0.34	0.6658
T6	IRF4	chr6	400900	8672	9	8	1	0.8889	0.37	0.7709
T6	IRF4	chr6	401140	8912	9	6	3	0.6667	0.34	0.769
T6	IRF4	chr6	401153	8925	7	4	3	0.5714	0.37	0.7735
T6	IRF4	chr6	401199	8971	10	6	4	0.6	0.45	0.7491
T6	IRF4	chr6	401221	8993	11	9	2	0.8182	0.51	0.8166
T6	IRF4	chr6	401263	9035	10	5	5	0.5	0.6	0.3079
T6	IRF4	chr6	401288	9060	6	1	5	0.1667	0.59	0.3688
T6	IRF4	chr6	401311	9083	11	6	5	0.5455	0.59	0.4875
T6	IRF4	chr6	401363	9135	9	4	5	0.4444	0.62	0.4457
T6	IRF4	chr6	401372	9144	12	6	6	0.5	0.61	0.4292
T6	IRF4	chr6	401405	9177	13	6	7	0.4615	0.62	0.5372
T6	IRF4	chr6	401429	9201	11	6	5	0.5455	0.6	0.4848
T6	IRF4	chr6	401453	9225	5	1	4	0.2	0.574	0.4469
T7	TPOX	chr2	1480381	18	9	8	1	0.8889	0.537	0.8912
T7	TPOX	chr2	1480427	64	16	14	2	0.875	0.47	0.7576
T7	TPOX	chr2	1480432	69	19	16	3	0.8421	0.45	0.9385
T7	TPOX	chr2	1480605	242	17	13	4	0.7647	0.55	0.596
T7	TPOX	chr2	1480668	305	26	14	12	0.5385	0.56	0.6961
T7	TPOX	chr2	1480723	360	28	12	16	0.4286	0.57	0.5549
T7	TPOX	chr2	1480752	389	25	10	15	0.4	0.6	0.4906
T7	TPOX	chr2	1480781	418	29	20	9	0.6897	0.62	0.5101
T7	TPOX	chr2	1480810	447	23	13	10	0.5652	0.63	0.6121
T7	TPOX	chr2	1480821	458	21	10	11	0.4762	0.59	0.6565
T7	TPOX	chr2	1480835	472	19	13	6	0.6842	0.6	0.64
T7	TPOX	chr2	1480884	521	21	20	1	0.9524	0.53	0.8748
T7	TPOX	chr2	1480926	563	26	19	7	0.7308	0.57	0.6674
T7	TPOX	chr2	1481008	645	18	11	7	0.6111	0.65	0.4583
T7	TPOX	chr2	1481034	671	25	10	15	0.4	0.6	0.5527
T7	TPOX	chr2	1481044	681	19	14	5	0.7368	0.62	0.6781
T7	TPOX	chr2	1481053	690	16	10	6	0.625	0.61	0.6023
T7	TPOX	chr2	1481057	694	21	13	8	0.619	0.6	0.4964
T7	TPOX	chr2	1481326	963	21	12	9	0.5714	0.61	0.5399
T7	TPOX	chr2	1481408	1045	16	15	1	0.9375	0.47	1.0
T7	TPOX	chr2	1481428	1065	13	13	0	1.0	0.46	0.9519
T7	TPOX	chr2	1481537	1174	18	6	12	0.3333	0.6	0.5989
T7	TPOX	chr2	1481573	1210	25	3	22	0.12	0.66	0.2822
T7	TPOX	chr2	1481594	1231	27	12	15	0.4444	0.64	0.6515
T7	TPOX	chr2	1481623	1260	23	8	15	0.3478	0.59	0.4873
T7	TPOX	chr2	1481736	1373	19	11	8	0.5789	0.55	0.5615
T7	TPOX	chr2	1481837	1474	22	11	11	0.5	0.64	0.6102
T7	TPOX	chr2	1481926	1563	21	5	16	0.2381	0.68	0.2689
T7	TPOX	chr2	1481948	1585	13	6	7	0.4615	0.66	0.3051
T7	TPOX	chr2	1481980	1617	20	11	9	0.55	0.67	0.2214
T7	TPOX	chr2	1482098	1735	23	19	4	0.8261	0.43	0.8427
T7	TPOX	chr2	1482130	1767	24	15	9	0.625	0.54	0.7185
T7	TPOX	chr2	1482170	1807	10	3	7	0.3	0.57	0.4792
T7	TPOX	chr2	1482172	1809	9	7	2	0.7778	0.58	0.3385
T7	TPOX	chr2	1482186	1823	12	11	1	0.9167	0.61	0.5867
T7	TPOX	chr2	1482189	1826	24	8	16	0.3333	0.61	0.46
T7	TPOX	chr2	1482202	1839	24	10	14	0.4167	0.65	0.403
T7	TPOX	chr2	1482220	1857	11	7	4	0.6364	0.64	0.4499
T7	TPOX	chr2	1482234	1871	19	6	13	0.3158	0.61	0.4206
T7	TPOX	chr2	1482257	1894	13	5	8	0.3846	0.58	0.4139
T7	TPOX	chr2	1482268	1905	16	11	5	0.6875	0.58	0.3488
T7	TPOX	chr2	1482412	2049	23	9	14	0.3913	0.62	0.4907
T7	TPOX	chr2	1482464	2101	22	9	13	0.4091	0.62	0.2955
T7	TPOX	chr2	1482524	2161	7	3	4	0.4286	0.62	0.4348
T7	TPOX	chr2	1482527	2164	12	3	9	0.25	0.61	0.3153
T7	TPOX	chr2	1482535	2172	15	6	9	0.4	0.61	0.4982
T7	TPOX	chr2	1482551	2188	16	6	10	0.375	0.59	0.2852
T7	TPOX	chr2	1482595	2232	11	8	3	0.7273	0.46	0.6103
T7	TPOX	chr2	1482721	2358	14	12	2	0.8571	0.47	0.7114
